"source","target","ligand.complex","receptor.complex","aggregate_rank","mean_rank","natmi.edge_specificity","natmi.rank","connectome.weight_sc","connectome.rank","logfc.logfc_comb","logfc.rank","sca.LRscore","sca.rank"
"B_cell","Myeloid","HMGB1","TLR4",0.0287053785594613,807.75,0.227814896385021,604,0.598879071853967,641,0.517935901571907,1012,0.854660810165614,974
"Myeloid","T_cell","F13A1","ITGA4",0.0291619163847979,525.5,0.313250664945791,286,0.740752820768107,443,1.01705987355129,357,0.851633093148239,1016
"Myeloid","B_cell","VCAN","SELL",0.0293464783497593,473.5,0.255977884150019,440,1.03608101989375,169,1.30575246530078,163,0.845468188044435,1122
"Myeloid","NK","TNFSF13B","TFRC",0.0296238783514426,735,0.170643182553149,1020,0.672034648173082,523,0.883243224737252,489,0.859441586727528,908
"Myeloid","Myeloid","SPP1","ITGA4_ITGB1",0.0299739351559456,607.5,0.24759743343043,475,0.653006910327361,555,0.996893601600101,377,0.851347396726165,1023
"Myeloid","Myeloid","LGALS3BP","ITGB1",0.0300913072531334,875.75,0.196714683641,776,0.470566533890081,868,0.629820018693603,835,0.851341662781055,1024
"Myeloid","Myeloid","SEMA4A","NRP1_PLXNA1",0.0303221629357986,782,0.33660836085016,249,0.736135483421968,445,0.988982385385694,390,0.786343253017626,2044
"B_cell","Myeloid","HLA-A","LILRB2",0.0303270852236422,531.75,0.21155867261395,688,0.401970182167028,1026,1.10315321216304,284,0.919481676358292,129
"Myeloid","NK","HLA-DRA","LAG3",0.0303270852236422,836.25,0.170130569424765,1026,0.501388103893941,802,0.672500164827623,773,0.871650882755245,744
"Myeloid","NK","HLA-B","KLRD1",0.0308027951339851,725.5,0.173247141442804,991,0.400171558874658,1030,0.630563820700763,833,0.925888121312751,48
"Myeloid","NK","CD86","CTLA4",0.0309174166261268,595.75,0.273273630451484,372,0.765835106347646,424,0.923563711880362,448,0.844046597883512,1139
"NK","Myeloid","PSAP","LRP1",0.0311632335645183,548.25,0.16993102818157,1033,0.990228262690913,211,1.06362971739197,318,0.882287959040119,631
"Myeloid","NK","F13A1","ITGB1",0.0313183770683117,616,0.266977493542103,393,0.729833944178072,450,0.946371100997018,425,0.840412969662249,1196
"Myeloid","B_cell","TNFSF13","TNFRSF14",0.0314052769607265,705,0.186033802499402,856,0.754927144444509,432,0.875714380993835,497,0.850661798162744,1035
"Myeloid","T_cell","B2M","CD3D",0.032114532963009,946,0.17217019657713,999,0.0124813919801183,2235,0.835616582480761,543,0.933274874436397,7
"Myeloid","T_cell","HLA-DQB2","LAG3",0.0321398722829996,616.75,0.268745907795887,387,0.583800090108,658,0.993351162322246,381,0.850300663411009,1041
"NK","Myeloid","SEMA4D","PLXNB2",0.0323875772826733,665.5,0.202187623826424,733,0.74107048533909,442,0.927588325096771,444,0.850129608248421,1043
"Myeloid","Myeloid","HLA-A","LILRB1",0.0325119653384844,510,0.168594277979395,1044,0.71489888286651,471,0.99544955272778,379,0.918643904522248,146
"T_cell","Myeloid","LRPAP1","LRP1",0.0328872799566012,600,0.187517692859453,844,1.03158967707421,174,1.03925667390775,335,0.849708157704025,1047
"Myeloid","Myeloid","VEGFB","NRP1",0.0329554581005242,1021.75,0.352210098464202,232,0.726047126181903,458,1.02510485704895,349,0.687924767550884,3048
"B_cell","Myeloid","GRN","SORT1",0.0331638555765178,771.5,0.302435369265437,314,0.8374262169008,359,0.916418211383325,459,0.793886959979229,1954
"Myeloid","Myeloid","B2M","LILRB1",0.0333927428214345,510.5,0.167594747324701,1051,0.656928476723688,548,1.00882683896975,367,0.92297013469472,76
"Myeloid","T_cell","HLA-DPB1","LAG3",0.033520013731381,776,0.201992593643919,736,0.391514035008071,1052,0.720739793765382,704,0.883542573571636,612
"Myeloid","Myeloid","ADAM17","RHBDF2",0.0337756466160526,792.25,0.177876214621002,931,0.626437611335014,588,0.796489051157609,596,0.849529279261311,1054
"Myeloid","NK","LGALS3","LAG3",0.0339040099740601,741.75,0.217074569372566,667,0.580248639491515,662,0.810810363817936,583,0.849412893241166,1055
"Myeloid","Myeloid","HLA-C","LILRB1",0.0339040099740601,519,0.16677337677496,1055,0.692474226371469,497,0.998741160178283,374,0.918422447795649,150
"T_cell","NK","HLA-E","KLRC1_KLRD1",0.0345513236455753,830.75,0.178242607999436,927,0.388147927484558,1060,0.503645468031542,1036,0.906741815736918,300
"Myeloid","Myeloid","VEGFA","ITGAV",0.0346462542697192,843,0.426568390587368,140,0.881033474794045,321,0.911642621550928,466,0.756388647479831,2445
"Myeloid","Myeloid","GNAI2","ADCY7",0.0356062502102397,871.5,0.176186801495171,952,0.541928299247737,721,0.689180019063613,745,0.848625156835962,1068
"Myeloid","NK","ICAM1","ITGAL_ITGB2",0.0360080092854182,636.5,0.164582369406107,1071,0.639704737217107,573,0.871791874928883,503,0.899632011286917,399
"Myeloid","Myeloid","FABP5","RXRA",0.0361703171198924,612.75,0.331446165192104,254,0.713416833705512,473,0.930851817082247,440,0.834233040776939,1284
"B_cell","Myeloid","IL16","CD9",0.0361703171198924,642,0.247659718412652,473,0.716077902990433,470,0.934679885432104,436,0.840682440984887,1189
"T_cell","Myeloid","PSAP","LRP1",0.0362777310234835,632.75,0.164529116816461,1073,0.974309674846905,228,0.81226017358466,580,0.880600036015381,650
"B_cell","Myeloid","HLA-C","LILRA1",0.0364131587102776,691,0.22784698995224,602,0.381136759395755,1074,0.801218837674299,590,0.894103946504031,498
"Myeloid","Myeloid","TNF","TNFRSF1B",0.0365489652155019,957.75,0.169946960652255,1032,0.380983967636978,1075,0.529690614945407,983,0.871761386440332,741
"Myeloid","Myeloid","TNF","TRPM2",0.0366134815822632,787,0.391990933440061,177,0.713304785770198,475,0.906096579984211,472,0.787829076066296,2024
"T_cell","T_cell","HLA-B","CD3G",0.0366864875131899,837.5,0.15286722816344,1186,0.289877002103977,1287,0.611713600287299,869,0.932665277086443,8
"Myeloid","Myeloid","FN1","ITGAV_ITGB1",0.0368363568994392,742.25,0.308033408754668,297,0.71240113610525,476,0.917590862913603,456,0.808389365501173,1740
"Myeloid","T_cell","TGM2","ITGB1",0.0369586647026707,654.25,0.225961432824019,613,0.791223237721433,407,0.859168411922629,519,0.847952192567486,1078
"B_cell","Myeloid","FCER2","ITGAM_ITGB2",0.0370600960703702,808.25,0.274442051911857,369,0.861188753270605,344,0.897810684482419,477,0.786389787566666,2043
"Myeloid","Myeloid","HSPA1A","TLR4",0.0377365101444193,571.25,0.330131872572262,258,0.825773213240976,371,0.892876663018153,480,0.841247954083757,1176
"Myeloid","B_cell","NAMPT","INSR",0.0380680411072193,561.5,0.22729797109667,609,0.991794408362241,208,1.03392321763057,343,0.84763724499358,1086
"Myeloid","Myeloid","CD52","SIGLEC10",0.0387739665181168,798.25,0.217075176118963,666,0.564631618811124,686,0.685754615511854,750,0.847463046785839,1091
"Myeloid","T_cell","ICAM1","IL2RG",0.0387739665181168,585.5,0.16335726144495,1091,0.667951489118244,531,0.916405625917023,460,0.910051176764677,260
"Myeloid","Myeloid","BST2","LILRA4",0.0388812691421379,640.25,0.276301675330474,365,0.704281518118147,485,1.01373630596404,360,0.830683635321714,1351
"Myeloid","B_cell","VCAN","ITGB1",0.0393457388700779,755.5,0.163003839601534,1095,0.802831402789539,398,0.916592371273907,458,0.848231582016073,1071
"T_cell","NK","HLA-E","KLRC2_KLRD1",0.0397787002862163,860,0.17565307354548,959,0.374386465500917,1098,0.471834482444869,1098,0.90755881382001,285
"Myeloid","T_cell","SPP1","PTGER4",0.0398128342702311,558.5,0.318213895844147,280,0.700433104933626,489,1.21418340067553,221,0.836981109603506,1244
"Myeloid","T_cell","GNAI2","CCR5",0.0400693197200896,855.25,0.194299807146404,795,0.449614507267912,920,0.787011452130705,606,0.846786322640637,1100
"Myeloid","Myeloid","LGALS9","CD47",0.0400693197200896,631.75,0.16258214392542,1100,0.640257953273048,572,0.825789329193927,561,0.907111761311062,294
"Myeloid","Myeloid","ADAM10","IL6R",0.0405207558985113,659,0.259283135777633,428,0.713344611594213,474,0.881997832080575,492,0.837174212510224,1242
"B_cell","Myeloid","IL15RA","AXL",0.040758498290258,1075,0.246766989041918,481,0.695116575830889,493,0.915206447528138,461,0.714706377787315,2865
"Myeloid","T_cell","ADAM9","ITGB1",0.0409507383392767,789.5,0.198456244151518,758,0.621698619123647,592,0.7219532422616,702,0.846403117763803,1106
"NK","T_cell","HLA-B","CD3G",0.041254489934657,893,0.151846942449539,1200,0.211554478300332,1496,0.612796151117047,867,0.932454693323645,9
"T_cell","NK","HLA-E","KLRC3_KLRD1",0.0415463756682586,863.75,0.175547226617169,960,0.375285316585439,1095,0.462694456743954,1110,0.907276790819151,290
"Myeloid","B_cell","CD14","ITGB1",0.0415463756682586,658.25,0.16150694522555,1110,0.871518396737027,333,1.07445848027275,308,0.861591414088117,882
"NK","NK","HLA-E","KLRC1_KLRD1",0.0416962947786973,850.25,0.177660352283532,934,0.370559082384702,1111,0.494799845743214,1055,0.906603381937457,301
"NK","Myeloid","HLA-G","LILRB1",0.0418466192582457,636.75,0.161369491297978,1112,0.727606794076056,454,0.92724078515113,445,0.891230207327231,536
"Myeloid","NK","TNFSF13","TNFRSF14",0.0423000322154903,749,0.172755736725567,996,0.728161122454937,453,0.939026859924625,432,0.845896978449936,1115
"B_cell","Myeloid","HLA-DQB1","CD4",0.0423000322154903,771.5,0.161014194063233,1115,0.571698677898053,674,0.699758094581914,726,0.887040798363356,571
"B_cell","Myeloid","HLA-DPA1","CD4",0.0424519854787029,776.5,0.160996513817604,1116,0.520321559598928,770,0.583934914920549,910,0.905992717979969,310
"B_cell","Myeloid","HLA-C","LILRB1",0.0426043477679219,677.25,0.160968077236633,1117,0.415652248863282,985,0.934462655483306,437,0.917085324309418,170
"NK","NK","GZMB","IGF2R",0.0430638961284002,998.25,0.173478566814206,990,0.413368545544598,991,0.601606954514899,892,0.845581251752728,1120
"Myeloid","NK","LGALS9","HAVCR2",0.0432179018617117,818.75,0.16058070769675,1121,0.514816362123185,779,0.69008608617672,742,0.882054008147425,633
"Myeloid","T_cell","ICAM1","ITGAL_ITGB2",0.0435271521629405,665,0.160374982835507,1123,0.619206553545723,599,0.853185808215371,524,0.898456795967806,414
"Myeloid","NK","TIMP2","CD44",0.043838059157821,957,0.196889008928986,774,0.485364258650089,832,0.472076787782278,1097,0.845148002005512,1125
"Myeloid","NK","APP","CD74",0.0441506287525617,956.25,0.161070343289308,1113,0.361102472011006,1127,0.583469742167628,911,0.877832390963386,674
"Myeloid","T_cell","ICAM1","SPN",0.0441506287525617,826.5,0.159785259844419,1127,0.602914950038654,634,0.789056095346196,603,0.856955099204364,942
"T_cell","T_cell","LCK","CD8A_CD8B",0.0441805628305581,685.75,0.266713976471321,394,0.245885277726691,1408,0.868008046020461,507,0.897637207908052,434
"Myeloid","T_cell","SPP1","S1PR1",0.0444317387437669,853.5,0.295610876685611,329,0.680758837982819,508,1.1082525393459,279,0.768390506040062,2298
"Myeloid","Myeloid","ADAM15","ITGB1",0.0444648668638801,863.25,0.200835757067389,743,0.493226888956551,819,0.681209840984702,762,0.844779816119967,1129
"Myeloid","Myeloid","TNF","TNFRSF21",0.0449368095875192,891,0.3501844725376,238,0.680089434408219,510,0.891807444382769,482,0.765223705978415,2334
"Myeloid","T_cell","HLA-DQA2","LAG3",0.0449393654681238,811.5,0.21807237924304,661,0.44106268070928,935,0.860968277364937,518,0.844560056748835,1132
"Myeloid","NK","HLA-DQA1","LAG3",0.0450983723556675,1049.5,0.159065584031086,1133,0.393058062442737,1048,0.586498409867916,905,0.846220917482337,1112
"Myeloid","Myeloid","COPA","P2RY6",0.0452578008254937,595,0.240453484693983,517,0.80866385053933,391,1.03680313588406,338,0.84436349205018,1134
"Myeloid","T_cell","LGALS9","CD44",0.0452578008254937,647,0.159065132680152,1134,0.578014210269397,666,0.773921027257933,620,0.917141576321274,168
"Myeloid","T_cell","CD48","CD2",0.0454176516221183,628.25,0.221135957557238,641,0.358739368794753,1135,0.9216045328707,453,0.907564676687792,284
"NK","Myeloid","CD52","SIGLEC10",0.0454176516221183,844.25,0.206934822905473,715,0.53760079116026,734,0.662731268732532,793,0.844345166823412,1135
"T_cell","Myeloid","HLA-DPB1","CD4",0.0454176516221183,847,0.15904889651251,1135,0.463918692662423,884,0.521665995390832,1001,0.901856711021133,368
"B_cell","Myeloid","HLA-B","LILRB2",0.0455779254907139,526,0.220521242506613,648,0.358536936447162,1136,1.18675455894172,236,0.922230860040421,84
"Myeloid","T_cell","LGALS1","CD69",0.0455779254907139,703.25,0.158896199925462,1136,0.515253660153118,778,0.814137268651637,575,0.904849636649001,324
"Myeloid","Myeloid","NAMPT","INSR",0.0457386231771102,592.75,0.215556615605779,674,0.960088909204654,237,1.05266369466607,323,0.844180682725699,1137
"B_cell","T_cell","HLA-DQA1","LAG3",0.0457386231771102,941,0.185258914814865,864,0.358477991533885,1137,0.649718353881802,809,0.855879804589442,954
"B_cell","Myeloid","CD99","PILRA",0.0457386231771102,741,0.158850431404185,1137,0.656634945701403,549,0.773144148855765,623,0.880013397268069,655
"Myeloid","T_cell","HLA-B","CD3G",0.0458185425056225,908.25,0.15139627251856,1207,0.176958672521881,1592,0.63601161004969,824,0.932361029936747,10
"NK","Myeloid","SPON2","ITGB1",0.0458997454277937,1034,0.165317326685979,1062,0.358239408095519,1138,0.529459656107445,986,0.856171212088393,950
"B_cell","T_cell","CD59","CD2",0.0460612929899075,764.25,0.227829384662717,603,0.358229903917623,1139,0.978482116139928,403,0.859275610353057,912
"Myeloid","B_cell","FN1","CD44",0.0465484950261159,1039.5,0.18570074898628,861,0.357788108554667,1142,0.483899546034558,1071,0.847684194650835,1084
"NK","NK","HLA-E","KLRC3_KLRD1",0.0467117513185203,884.25,0.174973775761303,970,0.357696471485582,1143,0.453848834455625,1132,0.90713906981682,292
"NK","NK","HLA-E","KLRC2_KLRD1",0.0472040975427211,877.25,0.175079276925042,966,0.356797620401061,1146,0.462988860156541,1109,0.907421468960898,288
"Myeloid","Myeloid","CCL4","CCR1",0.0477003255808626,1076.5,0.16445839542531,1075,0.412771306278576,993,0.474434711937379,1089,0.843078860161052,1149
"Myeloid","Myeloid","SEMA3C","NRP1_PLXNA1",0.0477799281968576,1077,0.573553053372133,95,0.751216661309991,437,0.857199282874928,521,0.645103276200061,3255
"NK","Myeloid","HLA-G","CD4",0.0478666010680179,953.5,0.158460132592481,1142,0.356282464139963,1150,0.502921476985065,1039,0.895253304243487,483
"B_cell","NK","ADAM28","ITGA4",0.0478666010680179,848.75,0.156774682148586,1150,0.6187179169523,603,0.694393901800574,736,0.859875991703376,906
"Myeloid","B_cell","NAMPT","ADORA2A",0.0485360538605633,955,0.155980963948304,1154,0.538147292339037,731,0.652873852802156,805,0.844730976883247,1130
"Myeloid","NK","LGALS3BP","ITGB1",0.0487045085530171,1017,0.172409197728534,998,0.398229196539697,1039,0.608582515207228,876,0.842801359789897,1155
"Myeloid","B_cell","THBS1","ITGA6",0.0488413737014093,1057.75,0.463150389934473,125,0.670281579961782,525,0.857703279299499,520,0.686025404571366,3061
"B_cell","Myeloid","ICAM2","ITGAM_ITGB2",0.0490427330369723,719.75,0.155734392021001,1157,0.699044733634148,491,0.866071108148489,510,0.873249087326793,721
"T_cell","Myeloid","LGALS9","LRP1",0.0493827160493827,655.25,0.181993306223933,887,1.0134013416622,189,0.990794774208603,386,0.842616744554037,1159
"Myeloid","T_cell","NAMPT","ADORA2A",0.0493827160493827,919,0.15536999823841,1159,0.537114694123521,735,0.758852330143501,649,0.844473425332553,1133
"NK","Myeloid","TGFB1","ENG",0.0501890571540326,909.75,0.253754733076036,448,0.668253260590775,530,0.931544999806333,439,0.773515487901226,2222
"T_cell","T_cell","HLA-A","CD3G",0.0503786475036418,812.5,0.156195807390718,1153,0.296778902429032,1273,0.645059263880028,813,0.932274272490213,11
"Myeloid","Myeloid","ICAM1","ITGAL_ITGB2",0.0504132771585517,728,0.154828485063664,1165,0.60528946659566,630,0.744199514324302,667,0.89683996155287,450
"NK","Myeloid","HSP90B1","TLR4",0.0505865929494867,747,0.216303263740257,672,0.721134594640659,466,0.731857362041023,684,0.842282461183056,1166
"Myeloid","Myeloid","TGM2","ITGA4",0.0509345647918899,779.5,0.204069585704687,727,0.663271069047526,538,0.731534479360805,685,0.842097951212398,1168
"Myeloid","Myeloid","ARF1","PLD2",0.0512843287595633,1122.75,0.155611198026941,1158,0.403023850038251,1019,0.446812940024092,1144,0.841463234990356,1170
"Myeloid","NK","ICAM1","IL2RG",0.0514598847095493,666.75,0.154341600375091,1171,0.613809879206281,613,0.790268699349284,602,0.907700380541223,281
"Myeloid","Myeloid","SEMA4D","PLXNB2",0.051635890995174,799,0.176791550843906,942,0.688130658774308,501,0.812079635125826,581,0.841376474969265,1172
"Myeloid","Myeloid","LGALS9","SLC1A5",0.051635890995174,823.75,0.154247061208658,1172,0.605507864275554,629,0.821194759138858,570,0.8585635524766,924
"NK","Myeloid","LRPAP1","LRP1",0.052166619563919,694,0.164927244442864,1065,0.993540751712521,206,1.04641366953151,330,0.841326281325408,1175
"Myeloid","B_cell","C1QB","C1QBP",0.052673811208317,840.5,0.241122959472757,508,0.66200943971262,539,0.886634506743623,485,0.802358019587879,1830
"Myeloid","Myeloid","IL1B","SIGIRR",0.0529546023008309,702.25,0.237850851839144,540,0.786197676444196,410,1.09370742442737,290,0.818181738760388,1569
"B_cell","Myeloid","HLA-DRA","CD4",0.0530602458381525,795.25,0.153443103754729,1180,0.526807125088537,757,0.639772179827725,818,0.897994741230057,426
"B_cell","Myeloid","LGALS3","ENG",0.053783373349037,784.75,0.174836537427272,975,0.666414082378254,533,0.924065796729071,447,0.840840692541212,1184
"Myeloid","Myeloid","CCL4L1","CCR1",0.053965304259316,944,0.184903496573962,870,0.46865786417627,875,0.623153719447278,846,0.840826598185184,1185
"Myeloid","Myeloid","SPP1","PTGER4",0.054372771391085,663.25,0.287603929448252,345,0.660573390471134,545,0.98247994454545,399,0.829963085476496,1364
"Myeloid","Myeloid","GNAI2","CCR5",0.0545138671138922,1046,0.1771302920379,941,0.418802075415614,977,0.480987212783443,1078,0.840688053732379,1188
"Myeloid","NK","HLA-DRB5","LAG3",0.0548818919149797,1039.5,0.152558085016916,1190,0.405603841310582,1016,0.473756681205498,1091,0.863287285620772,861
"NK","T_cell","HLA-A","CD3G",0.0549348072056134,852.75,0.155072451637039,1162,0.252298486648211,1388,0.621519705820899,849,0.932046049533532,12
"Myeloid","T_cell","CD14","RIPK1",0.055524435816177,733.25,0.236599430145467,549,1.02488468290176,182,1.38805058423177,124,0.783848007704598,2078
"NK","B_cell","TNFSF9","FCRL1",0.0558147410373702,848.5,0.334171101940973,252,0.998375999419805,204,0.829760361891291,550,0.761204564183147,2388
"Myeloid","Myeloid","LGALS9","PTPRC",0.0563726564807294,825.75,0.152124830570668,1198,0.378513392050065,1082,0.606735853649209,881,0.918769029130289,142
"Myeloid","Myeloid","SIRPB2","CD47",0.0569394487403717,675.5,0.268748423902038,386,0.706933488246303,480,0.767091894913379,635,0.839896230194349,1201
"Myeloid","Myeloid","ANXA1","DYSF",0.0569855544121915,666.5,0.389151446600613,182,0.753189972292778,434,0.827783347792823,554,0.821722478034819,1496
"T_cell","Myeloid","ANXA1","FPR2_FPR3",0.0573196774618021,736,0.238710171822156,535,0.676250851624644,517,0.727732531705413,689,0.839848878441301,1203
"T_cell","Myeloid","HLA-DRB1","CD4",0.0575105043545589,889.5,0.151614674524502,1204,0.453950048761879,911,0.48187737234055,1077,0.90193225592818,366
"B_cell","Myeloid","LTB","TNFRSF1A",0.0577018073224498,711.75,0.248458633793873,471,0.641464549811262,571,0.793859811010271,600,0.83982759954458,1205
"Myeloid","Myeloid","TGFB1","ENG",0.0581717731122817,974.25,0.236639799728325,548,0.650234494690197,558,0.894954775281861,478,0.767340497438721,2313
"B_cell","Myeloid","B2M","LILRB2",0.0582785805917194,531.75,0.222365713646121,635,0.323021546878959,1208,1.1880264505672,235,0.9257076051601,49
"B_cell","T_cell","HLA-DQA2","LAG3",0.0586654910021831,945.5,0.201801143789903,738,0.390538931582463,1056,0.670375741072454,778,0.839401851728581,1210
"Myeloid","NK","LGALS9","CD47",0.0590543247408693,703,0.150549957409605,1212,0.589924401071063,650,0.783513160248355,608,0.903821359236086,342
"Myeloid","Myeloid","ARPC5","LDLR",0.0594450881711393,1070.25,0.150417176523218,1214,0.411075335637426,1000,0.521710028097781,1000,0.848713630310909,1067
"B_cell","T_cell","B2M","CD3D",0.0594870238877789,1293.25,0.164861371910922,1067,-0.571433714161208,3415,0.734766203156312,678,0.931911461572028,13
"Myeloid","Myeloid","MFNG","NOTCH2",0.0596411955120424,988.5,0.150398783702,1215,0.494878806337158,815,0.600016973642747,895,0.851106221914,1029
"Myeloid","T_cell","HLA-DMB","CD4",0.0600348654339802,743.75,0.150238623992079,1217,0.70343674917401,486,1.08867042506455,297,0.854593656455768,975
"Myeloid","NK","F13A1","ITGA4",0.0606290204027074,722,0.257174167404828,435,0.629593971394015,586,0.759807787062469,647,0.838734536437525,1220
"B_cell","Myeloid","COPA","P2RY6",0.0610275664431141,696.25,0.22061843970098,646,0.758503626463772,431,0.885757044266712,486,0.838622440548465,1222
"Myeloid","Myeloid","ADAM17","ITGB1",0.0614280741495515,1057.5,0.149566981686903,1224,0.411783872106026,999,0.516848695898492,1014,0.85369963455183,993
"Myeloid","Myeloid","VEGFA","ITGB1",0.0618305499484367,658.75,0.268492704016544,388,0.806785229148179,392,0.770437751246605,629,0.838368606642722,1226
"NK","T_cell","CCL5","CXCR3",0.0620325278936763,883.5,0.202451571458627,732,0.313301316172198,1227,0.49306658195301,1059,0.892524391441199,516
"Myeloid","B_cell","VEGFA","CD44",0.0620325278936763,1005.25,0.179401039239365,913,0.489296324420529,824,0.407348869519721,1227,0.849369626930246,1057
"B_cell","Myeloid","HLA-F","LILRB1",0.0622350002766964,719.75,0.14889107361511,1228,0.527645233340424,756,0.813256322774494,578,0.905234285614643,317
"Myeloid","T_cell","SECTM1","CD7",0.0624379679037547,645,0.384660007177706,188,0.544876291350405,717,0.924330786210878,446,0.838212124972995,1229
"Myeloid","Myeloid","TNF","FFAR2",0.0627585891086635,985,0.46045805164339,126,0.650650633329629,557,0.816523555366531,573,0.73448252211039,2684
"Myeloid","NK","LILRB4","LAIR1",0.0632192207456499,897,0.131934225439123,1392,1.01802929199229,185,1.33435031636936,145,0.800069930393357,1866
"NK","NK","HLA-G","KLRD1",0.0634602629646247,926.25,0.164973663204953,1064,0.311953989745307,1234,0.52174249838913,999,0.898888643359456,408
"Myeloid","Myeloid","IL10","IL10RA_IL10RB",0.0640190129831108,715.75,0.306253472772064,300,0.635590686557329,577,0.843231187201639,532,0.824353739164758,1454
"T_cell","T_cell","HLA-C","CD3G",0.0640352998257232,838.25,0.153348995885842,1181,0.286049851095042,1303,0.617782872202168,855,0.931848307736051,14
"Myeloid","NK","LGALS1","CD69",0.0642870958866837,843,0.148028552521663,1238,0.47822113782338,846,0.577655229337467,918,0.901755786173712,370
"Myeloid","NK","SPP1","PTGER4",0.0643365904133233,698.75,0.268148297287218,390,0.635238637319293,578,0.992123671451844,383,0.824963354282211,1444
"NK","Myeloid","HSP90B1","TLR1",0.064912502837882,918.25,0.17735926813812,940,0.548966738406457,710,0.667385805654581,782,0.837216918637567,1241
"Myeloid","NK","CD14","RIPK1",0.0652087270712879,770.5,0.223403178608672,630,1.01464709174548,188,1.41368880846722,117,0.778946582553891,2147
"Myeloid","T_cell","CD59","CD2",0.0661769949864587,891,0.195164336017465,787,0.308441904468316,1247,0.891929779386695,481,0.849656424730447,1049
"Myeloid","Myeloid","PLAU","IGF2R",0.0662629034257506,957.5,0.32740170082087,265,0.666040329302359,534,0.809776425925365,584,0.756197243542247,2447
"T_cell","Myeloid","HLA-DPA1","CD4",0.0676754846455337,908,0.145734929115367,1254,0.452720012253755,913,0.472654327344899,1094,0.901664941167458,371
"NK","Myeloid","HLA-DPB1","CD4",0.0678916137658756,928,0.145590902792447,1255,0.407688119130779,1009,0.514507760428152,1018,0.897873925914371,430
"Myeloid","NK","ADAM15","ITGB1",0.0681082601475,995,0.176021083481409,954,0.420889551606167,973,0.659972337498328,797,0.835935187930219,1256
"Myeloid","Myeloid","ICAM1","SPN",0.0681082601475,886.5,0.145574143300442,1256,0.571476516531895,675,0.804546352242646,587,0.851150637947531,1028
"T_cell","Myeloid","HLA-DRB5","CD4",0.068325424615056,948.5,0.14533033088656,1257,0.447127554070032,925,0.462559296773278,1111,0.893758499519101,501
"Myeloid","T_cell","CCL3","CCR5",0.0685431079938495,965.5,0.194813929619085,791,0.304696043408465,1258,0.743449247317858,669,0.843584793433496,1144
"NK","T_cell","HLA-C","CD3G",0.0685796372943745,886.75,0.152142226053252,1197,0.221639141238021,1465,0.611303011393308,870,0.931597008728843,15
"NK","Myeloid","CCL5","SDC4",0.0687613111098432,928,0.218318139237023,659,0.362647723130376,1123,0.39647906171134,1259,0.878033597606016,671
"Myeloid","B_cell","ARF1","INSR",0.0687613111098432,961.25,0.144934778238743,1259,0.667705124644023,532,0.529606138044154,985,0.848493598616821,1069
"Myeloid","Myeloid","TXLNA","STX4",0.0694190471505056,1046.5,0.170472804980109,1022,0.412038725769143,996,0.586428681698972,906,0.835660937490291,1262
"Myeloid","B_cell","LGALS9","CD47",0.0694190471505056,773.75,0.144875577914895,1262,0.566187096456028,684,0.665144300950296,786,0.902138477312472,363
"Myeloid","NK","SPP1","ITGA5_ITGB1",0.0695533620184192,714.75,0.230065257458085,594,0.692508574335779,496,1.13058425649613,265,0.821441679161916,1504
"Myeloid","NK","GNAI2","ADCY7",0.0698601517024895,1053.75,0.144822849127843,1263,0.468833505555922,874,0.644912853069887,814,0.835599188825802,1264
"T_cell","Myeloid","FASLG","TNFRSF1A",0.0698879386224054,694.75,0.348074087265271,241,0.620778086962586,595,0.987819842921864,391,0.819136650499348,1552
"Myeloid","NK","ICAM1","ITGAM_ITGB2",0.0705257459092853,717.25,0.144252087069684,1267,0.654849972572203,552,0.959305925593723,415,0.881677609257741,635
"Myeloid","T_cell","F13A1","ITGB1",0.0705601231118812,752.25,0.235644889714227,559,0.669613982061028,526,0.796026409608988,597,0.831862460951389,1327
"Myeloid","NK","HLA-DRB1","LAG3",0.0709721099972317,1101.25,0.143983622336865,1269,0.362075506336994,1126,0.412890569852107,1213,0.867833396339007,797
"B_cell","Myeloid","HLA-G","LILRB1",0.071196084923823,770,0.143972299779142,1270,0.595465408028772,648,0.820863881094287,571,0.885576382833653,591
"NK","T_cell","SPON2","ITGA4",0.0716456247114649,1035.25,0.170004092423759,1029,0.296820947335171,1272,0.578910925175346,917,0.858643460073419,923
"Myeloid","NK","SIRPB2","CD47",0.0718711912421754,746.25,0.248859209230935,465,0.656599936044318,550,0.724815725967808,697,0.834658824821725,1273
"Myeloid","B_cell","CALM2","INSR",0.0720972899783471,970.75,0.143487275286189,1274,0.64265633450093,570,0.520953787391553,1005,0.850795638297547,1034
"Myeloid","B_cell","TNFSF13B","HLA-DPB1",0.0727787877876326,795.75,0.143343504337444,1277,0.583910459525218,657,0.791870283528174,601,0.880748417496135,648
"Myeloid","Myeloid","VIM","CD44",0.0731200385680037,993.25,0.0985995980193872,1836,0.456625206080108,902,0.40987561318067,1219,0.931161078984972,16
"Myeloid","T_cell","LGALS3BP","ITGB1",0.0732357960406309,1193.75,0.152175173440423,1196,0.338009234422654,1178,0.458237823819198,1122,0.834353596017702,1279
"T_cell","NK","CLEC2D","KLRB1",0.0734651055984703,874.75,0.252002741923232,451,0.293331079996756,1280,0.646847508429724,810,0.855638926787968,958
