"TF","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"NRF1",0.884866360262945,7.39591628202781,2.96615305264882,0.0078091082533356,0.0697023702067201,-2.5590475975689
"PBX2",0.45993628524078,2.4602675867632,2.96564293398305,0.0078179708941488,0.0697023702067201,-2.56007692188558
"PPARD",1.0057019929316,7.24966263236419,2.96336335923751,0.00785769425407322,0.0697023702067201,-2.5646759447062
"TFDP1",1.16333791935031,6.64990860212622,2.94785062881357,0.00813323347196278,0.0702282889021944,-2.59594067478947
"NFKBIB",0.969694574961382,5.43108311827411,2.94321278824885,0.00821740499230226,0.0702282889021944,-2.6052769374906
"EWSR1",0.566002295756327,4.11844636749358,2.9386283866345,0.00830143160030917,0.0702282889021944,-2.61450062275668
"IRF9",1.43837308988255,4.34907023483733,2.93679382452181,0.00833528841510107,0.0702282889021944,-2.61819031049575
"NFKB",2.49578313438245,27.2090380795517,2.93030782565346,0.00845605746057532,0.0702282889021944,-2.63122856744785
"HIF1A",1.87869517969178,18.2107415968382,2.92469738530856,0.00856188186310558,0.0702282889021944,-2.6424986193777
"TRERF1",-1.37905018379159,0.334663859824434,-2.92432404349832,0.00856896893766829,0.0702282889021944,-2.64324830574081
"RARA",1.06893511997432,6.20117506878417,2.91365640656284,0.00877387404367636,0.0704047326248739,-2.66465509109059
"BRD4",-0.570514484658896,6.98336931956943,-2.90616282893482,0.00892062312529731,0.0704047326248739,-2.67967585831187
"FOSB",0.880835778669255,1.18775205787969,2.89626654474275,0.00911804758242966,0.0704047326248739,-2.69949157840541
"PPARGC1A",0.521994101721223,3.31659429734537,2.89479003375599,0.00914786092682088,0.0704047326248739,-2.70244596798577
"AR",1.10339114953823,17.9762798036058,2.89204323210317,0.00920357324568597,0.0704047326248739,-2.70794066655236
"EOMES",0.945088832118508,3.85250489073636,2.8877046320707,0.00929223652958978,0.0704047326248739,-2.71661574502126
"ZFPM1",0.697822684127475,4.12268433264825,2.88113499834411,0.00942805769383094,0.0704047326248739,-2.72974277645273
"IRF7",0.911779085507747,3.01338143342035,2.88077109056789,0.00943563665564034,0.0704047326248739,-2.7304695952198
"ZNF384",0.439862725243692,0.211869517875195,2.87697148810532,0.00951511991608734,0.0704047326248739,-2.73805638475904
"MEOX2",0.706244055770803,2.61850150927969,2.87653710134587,0.00952424764951875,0.0704047326248739,-2.73892350508084
"HINFP",-0.521866532107496,4.42472371268893,-2.86875545307839,0.00968919477418311,0.0705719373801774,-2.75444902286138
"ZHX2",-0.322897001407603,-0.316422571890658,-2.86502218341382,0.00976929912874555,0.0705719373801774,-2.76189192533572
"MTF2",0.43431114972588,1.14694624883565,2.85435184068536,0.0100017721914439,0.0705719373801774,-2.78314518780148
"PRDM1",0.789945854926109,1.50888343573412,2.85409771490545,0.0100073730010345,0.0705719373801774,-2.78365099658811
"STAT1",2.40526246842436,21.4325190908239,2.85375864929396,0.0100148505300782,0.0705719373801774,-2.78432584232061
"TEAD1",0.503881193462221,2.39564160483645,2.84914308017489,0.0101171739272537,0.0706328624180493,-2.79350926783133
"THRB",0.417839914086961,3.25475378105847,2.84049669233787,0.0103115623870919,0.0712696140025782,-2.81069760494983
"FOSL2",0.683417759719363,1.83007893887008,2.83287141430785,0.010485961619118,0.0712696140025782,-2.82583964275376
"CAMTA1",0.639695647077023,3.79966312766259,2.83171463245114,0.0105126643494434,0.0712696140025782,-2.82813539174099
"HDGF",0.405434466192628,3.99249900385507,2.8285319964728,0.0105864678624519,0.0712696140025782,-2.83444980444821
"GBX2",-0.47823230661045,4.17123635428015,-2.8106581475454,0.011010262183599,0.0733079625778602,-2.86986118132356
"SSRP1",1.16246154719378,6.42931877369499,2.80762809456962,0.0110836972597826,0.0733079625778602,-2.87585566982273
"CEBPB",1.50399722026224,14.8940122952161,2.80133475537276,0.0112377206125601,0.0736803594945243,-2.88829801826278
"MTA3",-0.342793577653348,4.4038845979309,-2.78154345240124,0.011735549259022,0.0762546911730016,-2.92735524932295
"AP1",1.69023995994902,19.397454883395,2.77462920562023,0.0119143862525414,0.0762546911730016,-2.94097434199254
"ZBTB4",-1.06516911416067,11.4978372676147,-2.77388620958385,0.0119337580350321,0.0762546911730016,-2.94243702800541
"MYBL2",0.787114059528648,5.18857741643784,2.76075687462232,0.0122810757040382,0.0778145468978557,-2.96825793833389
"MBD1",0.817246720744592,0.990725759859081,2.73258859320549,0.0130590575578834,0.0818405225796836,-3.02348740211859
"ZNF423",0.225192278650164,-0.55595873974942,2.72644994022938,0.0132347280547365,0.0818405225796836,-3.0354925619722
"HAND1",0.308339654276374,0.132901239323342,2.72503862456917,0.0132754329219171,0.0818405225796836,-3.03825104446192
"MITF",0.817322878675073,6.49322381531675,2.72244178136853,0.0133506422775876,0.0818405225796836,-3.0433251467966
"TBX6",-0.221555828988921,1.5110093005266,-2.70647140288594,0.0138221689848243,0.0838801814221006,-3.07448604892715
"STAT5B",0.971307643875185,7.73754061328237,2.70369093591435,0.0139058656203748,0.0838801814221006,-3.07990334430752
"KDM5C",0.347462352824408,0.813183197910248,2.6909594342336,0.014295299550071,0.0855448877837581,-3.10467854522454
"CREBBP",0.775657590814984,5.81717401105834,2.68378525757892,0.0145192889462924,0.086201132799248,-3.11861740279475
"POU4F1",0.6223062362027,2.4601092370213,2.65879066205049,0.0153259799368618,0.0902796005655763,-3.16705473022838
"CDX2",0.42851829002902,1.72313585231415,2.65140847709084,0.0155722572297334,0.0906875347071172,-3.181323073019
"TLX1",-0.661977089087497,2.68901633020957,-2.64520308960717,0.0157821734320099,0.0906875347071172,-3.19330343825202
"ID3",0.691398642989485,2.79360218324456,2.64289346083042,0.0158609863799473,0.0906875347071172,-3.19775934465428
"JUNB",0.73959367955412,5.37098667467385,2.64244500987683,0.015876332335994,0.0906875347071172,-3.19862433045217
"MYBL1",-0.238836899219867,2.49996631427499,-2.6319406757151,0.0162398392597953,0.0912933455577587,-3.21886683110433
"HNF4A",0.746723482127642,5.47321481370732,2.63109695549612,0.0162693760253792,0.0912933455577587,-3.22049118040398
"GATA2",0.530222157403307,2.12377358402773,2.62775549018721,0.0163868536465561,0.0912933455577587,-3.22692196854865
"SOX18",0.582024095048367,-0.22773127418825,2.62549718742301,0.0164667042385347,0.0912933455577587,-3.23126610279456
"PAX5",-1.44361786061317,4.78842348812568,-2.61794151797542,0.0167365481736762,0.0918507457126829,-3.24578825511625
